5523,5525,3416,3714,4820,3522,5713,6957,3139,3926,5376,4183,4400,5639,4696,4402,4972,5637,3211,4518,5299,5083,4812,6816,6901,4912,5600,6629,5213,7584,5216,5315,5314,5316,5317,5815,5318,5879,6028,2477,6030,6322,5880,6042,5712,3954,4927,5353,5946,6242,6508,4913,5771,5903,7774,6078,5890,5891,5979,5714,5942,5981,6040,6116,6041,3753,4432,4434,5455,7680,7712,4813,5451,6131,5312,6129,6844,5655,6178,6176,5945,5149,7042,4926,5599,5602,5394,6074,3713,5379,5885,5377,5297,7374,7531,6091,3835,5332,5546,5769,6093,6191,6193,6194,6245,5834,6277,6333,6337,6027,5240,5239,7295,7721,5833,6029,5509,7142,6134,6179,7076,7146,6290,7787,6323,5991,7786,5989,7823,6130,6132,6321,6287,6075,5768,5957,6058,6255,6256,5958,6076,4436,6331,6845,6037,6077,6186,6188,6243,6429
2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,1,1,2,1,4,1,0,0,0,2,1,1,1,0,0,1,1,0,2,1,2,1,1,0,1,1,0,0,1,3,1,1,0,1,0,1,1,2,1,1,0,0,0,2,2,2,1,1,1,0,0,2,2,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,1,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,1,4,3,1,1,1,3,1,0,2,3,1,5,1,0,3,1,7,1,1,0,1,0,1,1,0,2,1,2,0,0,0,3,2,1,1,0,2,0
2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,1,2,0,1,0,0,0,1,1,2,1,0,1,0,1,1,1,0,1,2,4,2,1,0,0,0,0,1,1,1,0,0,0,0,3,1,2,0,0,1,0,0,2,2,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,2,0,1,0,2,4,1,0,1,3,2,0,2,2,2,4,0,1,5,1,6,1,1,0,0,0,0,2,1,1,0,1,1,0,0,2,2,1,1,0,2,0
2,1,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,0,2,0,2,2,0,1,1,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,2,0,0,0,1,3,1,1,0,1,0,1,1,2,0,1,0,1,1,3,2,1,1,1,2,0,1,2,1,0,0,0,0,1,2,0,1,1,0,0,1,2,1,0,3,1,2,0,1,1,1,1,1,0,1,0,0,0,2,1,0,0,0,3,3,0,1,0,3,2,0,3,3,1,4,1,1,6,1,3,0,1,1,1,0,0,1,1,2,0,2,0,0,0,4,2,2,2,1,2,1
2,1,1,1,2,2,0,3,0,1,1,0,1,2,0,1,2,0,0,0,0,1,1,2,4,0,2,2,0,3,1,1,2,1,1,3,1,1,1,0,1,2,2,0,2,0,1,0,1,2,1,2,1,0,6,1,1,0,1,1,1,2,3,0,3,0,1,1,5,4,4,1,1,2,0,2,4,3,0,1,1,0,1,3,2,1,0,2,1,1,8,3,1,4,7,2,0,1,1,0,2,2,1,2,1,6,3,3,1,1,1,2,4,4,0,2,2,6,1,0,2,4,2,7,2,3,7,4,8,2,2,1,4,2,1,2,2,2,1,2,2,1,4,6,4,2,4,1,2,2
4,4,1,1,2,4,1,3,0,4,5,0,3,3,3,1,4,0,0,1,3,3,1,5,4,0,3,5,4,8,6,3,3,3,1,8,1,2,1,0,4,2,3,2,5,0,2,2,5,4,3,7,3,0,17,7,4,2,2,3,5,5,5,4,6,1,6,4,3,6,8,2,3,1,2,1,14,5,2,0,1,3,4,7,6,5,1,2,2,4,16,4,3,11,16,5,6,1,2,2,2,5,3,6,2,12,6,3,2,1,1,2,4,3,1,3,4,14,4,2,5,6,5,8,0,8,8,10,13,4,16,4,7,4,3,7,5,3,4,3,3,2,6,8,9,3,4,1,4,3
4,5,2,1,3,4,3,7,0,9,9,0,1,6,6,4,4,2,1,3,7,5,3,8,6,0,5,8,4,16,6,4,4,4,2,14,3,3,2,0,3,1,4,4,9,0,3,2,9,3,4,7,4,1,18,12,5,2,5,5,5,7,7,7,10,2,5,5,4,6,10,3,3,3,3,3,15,5,4,1,4,4,5,11,7,7,2,2,2,4,15,4,6,9,17,10,10,3,5,4,4,4,5,6,2,15,15,4,4,3,2,3,7,6,1,4,6,20,5,3,7,11,5,9,3,11,10,15,10,7,7,6,9,6,4,12,3,3,7,3,5,1,8,9,10,5,4,2,5,5
5,5,3,0,6,3,6,9,0,12,7,1,3,5,7,4,5,3,2,2,7,5,4,9,7,1,6,11,6,17,9,3,3,7,2,14,0,6,1,2,3,2,3,4,9,1,4,2,9,3,5,9,4,3,19,8,7,4,5,4,6,5,10,8,12,2,3,5,5,6,16,3,3,4,2,6,14,8,5,2,5,3,3,11,8,7,2,3,1,4,21,5,5,11,15,7,15,3,7,3,5,4,7,13,4,15,14,4,4,6,3,4,6,8,1,7,7,21,6,6,8,10,4,8,2,12,13,14,10,9,9,5,12,3,4,7,4,4,6,3,6,1,8,7,10,6,3,2,5,8
6,6,2,1,4,4,3,12,0,16,7,0,4,6,7,5,9,2,1,1,8,8,2,7,8,1,6,12,11,23,10,6,5,6,2,14,4,10,3,3,6,3,5,4,7,0,3,2,9,2,3,5,3,3,20,12,6,2,5,4,7,8,10,8,14,4,5,6,5,5,12,3,4,4,2,5,12,7,3,3,5,1,5,10,8,5,2,4,2,4,16,6,6,10,17,8,16,3,7,5,4,4,10,12,2,14,18,5,4,6,4,3,10,7,1,4,5,16,7,6,9,9,4,9,4,12,15,13,11,4,12,6,10,4,6,6,4,4,7,2,7,2,7,5,11,3,2,3,4,7
9,6,2,1,6,3,5,15,1,12,7,0,6,7,3,6,8,2,1,1,8,10,3,6,5,0,7,10,10,27,12,6,5,4,3,15,2,6,3,3,6,3,5,6,8,0,2,3,9,2,3,7,3,5,19,10,10,3,5,6,6,7,10,9,16,3,4,6,4,4,12,2,2,2,1,4,13,5,4,2,4,3,3,10,9,6,2,4,2,4,16,3,7,8,18,5,10,2,6,4,5,6,10,16,2,15,21,6,5,3,5,2,11,7,2,2,4,14,4,6,6,9,4,7,2,10,16,11,12,6,12,6,10,4,4,6,4,6,8,2,5,1,8,6,11,4,4,2,5,5
